frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[707.5030517578125 1.987325668334961 871.3652954101562 195.39271545410156],[388.72576904296875 98.74000549316406 596.0458374023438 164.8628387451172],0.7652265429496765,ED 877AA,0.1459763896930253
